"","x"
"231",12.33074997
"232",4.545080242
"233",4.239467544
"234",7.852814033
"235",7.181408554
"236",10.44143516
"237",9.972567208
"238",10.3945635
"239",9.988640835
"240",11.91198107
"241",10.06046777
"242",7.844074546
"243",13.33991932
"244",6.329349844
"245",9.394157396
"246",8.535924531
"247",7.293545998
"248",4.389095361
"249",6.778891093
"250",12.98923424
"251",10.61445571
"252",8.040428682
"253",6.051443137
"254",12.1930707
"255",7.503664864
"256",9.934738903
"257",6.71039496
"258",11.87332901
"259",9.211466829
"260",11.53364599
"261",10.9405408
"262",8.449962302
"263",13.56953231
"264",8.326688394
"265",10.23908686
"266",9.636687678
"267",8.277491108
"268",11.59035203
"269",7.776836272
"270",9.517101686
"271",8.766371301
"272",8.948907128
"273",9.155572187
"274",11.89752961
"275",8.612557608
"276",6.782254488
"277",10.31484508
"278",8.439344889
"279",8.665022219
"280",9.850880062
"281",10.41911098
"282",9.994953687
"283",12.16337787
"284",6.971022487
"285",8.109221582
"286",10.19679353
"287",9.093199398
"288",5.931451664
"289",11.32965825
"290",7.10967218
"291",9.506950035
"292",7.902610979
"293",8.518079936
"294",10.08267533
"295",10.72593738
"296",9.365525745
"297",7.642644484
"298",6.366038814
"299",7.203765129
"300",10.09087486
"301",8.509941754
"302",8.870269413
"303",8.923966748
"304",10.73458231
"305",14.36872041
"306",10.4851536
"307",7.311952889
"308",6.658585274
"309",9.253372653
"310",10.79673119
"311",7.439399628
"312",8.612010163
"313",9.018966314
"314",7.698977628
"315",10.23762424
"316",5.179558713
"317",10.45278078
"318",9.119138235
"319",7.167410963
"320",6.816064567
"321",7.097286932
"322",6.608381336
"323",7.174249379
"324",9.858703843
"325",6.334597427
"326",8.960929831
"327",11.5081898
"328",6.288303514
"329",9.182706495
"330",10.77630699
"331",7.192712298
"332",11.12063494
"333",10.6025097
"334",10.57797508
"335",10.63106755
"336",9.498366943
"337",5.824080394
"338",6.084950317
"339",8.160218103
"340",11.71993117
"341",10.10067662
"342",12.71289158
"343",5.930995712
"344",9.174299144
"345",7.571365171
"346",11.16613977
"347",11.5180787
"348",10.91262569
"349",9.494413619
"350",11.23768028
"351",9.984694806
"352",7.155972804
"353",9.546607426
"354",7.346112601
"355",8.791866489
"356",6.906272966
"357",11.95208622
"358",9.522306457
"359",10.01233538
"360",12.71490876
"361",11.00537452
"362",8.966526833
"363",5.173937196
"364",7.835655273
"365",4.634813695
"366",12.47797675
"367",9.888415163
"368",8.70665498
"369",6.023447822
"370",10.98712912
"371",8.718018386
"372",11.63922575
"373",7.302251894
"374",10.90939796
"375",12.38172936
"376",11.30399166
"377",13.1836123
"378",14.35901421
"379",9.750504465
"380",10.5810852
"381",6.841932503
"382",9.693032104
"383",6.160574046
"384",9.32474881
"385",6.77437811
"386",10.54207843
"387",11.14486742
"388",7.142629033
"389",10.65950785
"390",8.232673992
"391",7.192098828
"392",9.467723418
"393",9.066120138
"394",10.53986376
"395",10.50782759
"396",14.12382797
"397",6.47515028
"398",10.01950837
"399",11.29650517
"400",9.8386191
"401",6.121241092
"402",10.66850011
"403",10.16851038
"404",8.607556351
"405",9.702898743
"406",10.19951408
"407",12.39714721
"408",12.13626619
"409",7.324620679
"410",9.975093298
"411",10.83724598
"412",4.933927994
"413",11.97471409
"414",8.915529029
"415",6.690500112
"416",10.73698272
"417",13.16353587
"418",9.789775184
"419",10.50607298
"420",7.480783282
"421",9.85268716
"422",9.764572509
"423",10.07397029
"424",12.85837206
"425",10.27972096
"426",9.090533242
"427",8.877246478
"428",11.48566106
"429",5.656717084
"430",9.736652662
"431",9.443547601
"432",7.139168716
"433",9.444984245
"434",11.82765499
"435",8.63462077
"436",8.609262587
"437",10.4726385
"438",9.488333594
"439",5.996415549
"440",9.783335602
"441",7.318632029
"442",9.334094189
"443",8.226777037
"444",8.749062906
"445",10.53820015
"446",7.491940839
"447",6.888611389
"448",10.57325139
"449",8.861975838
"450",10.43328357
"451",12.18065308
"452",7.43298666
"453",13.17639436
"454",11.177402
"455",10.31080283
"456",6.660575946
"457",9.018262838
"458",7.788442434
"459",10.50219973
"460",7.387263042
"461",11.43996577
"462",8.428685824
"463",12.31619414
"464",11.80612598
"465",10.02581817
"466",8.80593296
"467",9.366388998
"468",6.990771499
"469",10.97247229
"470",8.308025956
"471",7.131327821
"472",8.808881158
"473",9.440103989
"474",11.53235803
"475",10.31118355
"476",10.15732821
"477",10.19887793
"478",10.69170456
"479",7.538064171
"480",9.199466159
"481",9.071592013
"482",10.35192081
"483",5.11379007
"484",6.396270161
"485",11.54338621
"486",11.39323095
"487",12.20445301
"488",10.8818788
"489",13.2646218
"490",8.847443591
"491",11.26588889
"492",10.55993589
"493",13.17363356
"494",7.726257965
"495",12.27791024
"496",8.833593857
"497",11.55125159
"498",13.76173763
"499",11.26236046
"500",10.00096212
"501",9.891038315
"502",13.91896075
"503",10.45014184
"504",7.619053977
"505",12.55690511
"506",8.412317735
"507",7.628091765
"508",9.826949379
"509",13.38947243
"510",11.72930621
"511",7.025925938
"512",10.06395322
"513",7.625116002
"514",8.990065012
"515",10.65394747
"516",11.42568615
"517",9.264575833
"518",10.08874975
"519",9.541769214
"520",10.88441504
"521",8.14701065
"522",14.42012436
"523",7.52542919
"524",8.466915511
"525",7.622351707
"526",10.83606425
"527",11.36668554
"528",9.531651526
"529",8.10482487
"530",10.28175045
"531",5.217318446
"532",8.92523794
"533",7.386160223
"534",9.526197504
"535",7.633261011
"536",8.495947293
"537",8.085015913
"538",10.37879063
"539",10.66315889
"540",8.172013781
"541",8.84122485
"542",9.843368614
"543",11.13851323
"544",6.782787221
"545",10.00079994
"546",11.14817566
"547",7.308685012
"548",9.557167154
"549",9.162824012
"550",9.917318445
"551",7.705813019
"552",10.09394793
"553",7.983768311
"554",10.01986726
"555",11.95966351
"556",11.56784459
"557",8.199495739
"558",8.22123694
"559",10.1920664
"560",5.889614278
"561",7.838511393
"562",7.714948588
"563",12.78706419
"564",6.105496567
"565",6.076018108
"566",9.41564238
"567",10.6171371
"568",6.705102674
"569",9.545351288
"570",6.938920618
"571",9.955054049
"572",10.91107851
"573",8.698380249
"574",10.53543534
"575",9.655872826
"576",10.90861311
"577",7.982190396
"578",9.894290484
"579",10.06742385
"580",9.675943273
"581",8.917500672
"582",8.354264576
"583",7.032489905
"584",8.418185691
"585",10.87124706
"586",11.11778338
"587",11.53428258
"588",9.75446077
"589",9.181321279
"590",8.736193868
"591",10.58972606
"592",10.52734939
"593",11.35071533
"594",7.560917846
"595",9.674575828
"596",9.171212221
"597",9.052254839
"598",6.648596156
"599",13.07926244
"600",8.398436412
"601",9.692263173
"602",10.56725762
"603",11.00860939
"604",10.92294485
"605",11.49963423
"606",9.361500228
"607",5.437255963
"608",8.234289699
"609",9.384584958
"610",6.926971459
"611",10.02041428
"612",7.701077878
"613",10.13044079
"614",11.69188714
"615",8.110238607
"616",8.337637263
"617",8.042756482
"618",8.068895824
"619",11.74533387
"620",9.954428583
"621",4.201882455
"622",10.02186631
"623",10.18607012
"624",4.709103946
"625",10.41678067
"626",7.044650017
"627",11.5470552
"628",9.095579722
"629",11.55523606
"630",11.67760428
"631",9.876971326
"632",7.358122931
"633",12.35555632
"634",9.097586947
"635",9.639593939
"636",8.837293725
"637",6.372281631
"638",8.27939257
"639",11.58780843
"640",8.97930588
"641",11.03241873
"642",7.736722997
"643",9.22961957
"644",11.66836768
"645",9.774784883
"646",13.23501655
"647",11.43649225
"648",9.240561166
"649",6.292617965
"650",13.7995051
"651",7.304474315
"652",10.53816638
"653",8.858457477
"654",10.27763709
"655",13.75554793
"656",6.618817227
"657",8.341643609
"658",12.96437365
"659",4.884672778
"660",6.251067074
"661",8.226134071
"662",6.463527642
"663",10.67649613
"664",9.58599087
"665",8.332144773
"666",11.3817696
"667",10.1142714
"668",5.060031275
"669",11.23791334
"670",7.304022413
"671",9.889032205
"672",6.567607044
"673",10.36305922
"674",8.939980105
"675",10.32082795
"676",9.292255097
"677",8.822643107
"678",10.58372912
"679",11.58995491
"680",10.68559354
"681",9.214323368
"682",9.465624541
"683",10.97140509
"684",12.51459753
"685",9.325667686
"686",10.11138825
"687",7.943549542
"688",7.694795454
"689",14.09659501
"690",11.13641059
"691",9.241363798
"692",9.291977687
"693",8.625818812
"694",11.45590823
"695",9.106932091
"696",9.291915087
"697",11.87032765
"698",13.40396833
"699",11.01441263
"700",10.6178721
"701",10.06074291
"702",9.175864115
"703",8.90385514
"704",5.87319658
"705",12.85148585
"706",9.398761133
"707",11.91892155
"708",10.38003821
"709",8.337708013
"710",7.749893268
"711",8.623790908
"712",10.44026685
"713",9.503042806
"714",10.86446045
"715",9.063551443
"716",10.6063496
"717",11.12685921
"718",9.464590204
"719",13.84148891
"720",11.25633046
"721",10.68908264
"722",7.937893117
"723",11.97201424
"724",11.20993484
"725",11.22040487
"726",11.5071382
"727",8.603465257
"728",7.116899685
"729",10.64073505
"730",8.627978814
"731",7.069646898
"732",10.20560016
"733",9.05774949
"734",7.747217423
"735",10.39780321
"736",9.122643677
"737",10.43593231
"738",9.655857326
"739",10.62837099
"740",11.25302544
"741",8.956646188
"742",11.07026458
"743",10.17986921
"744",9.928026444
"745",6.140820496
"746",5.826789088
"747",10.38844479
"748",8.257997407
"749",9.49334885
"750",7.40448486
"751",9.111515553
"752",8.60534815
"753",6.694683447
"754",9.462964422
"755",12.69016334
"756",6.84286364
"757",10.02099926
"758",8.90471384
"759",8.660745179
"760",10.49548634
"761",10.54298075
"762",10.2837992
"763",11.39712584
"764",7.851084035
"765",8.716129144
"766",14.16827864
"767",8.105416485
"768",8.188748951
"769",9.813701975
"770",8.687111639
"771",9.879770295
"772",9.969403152
"773",8.065789608
"774",12.12567648
"775",9.215342133
"776",12.23837334
"777",13.02976866
"778",11.83351689
"779",10.8508059
"780",9.401629295
"781",7.390814024
"782",10.19095851
"783",12.76575099
"784",8.98818305
"785",8.839567236
"786",8.359767032
"787",9.456042147
"788",10.27164624
"789",9.374366551
"790",8.442244222
"791",10.2845915
"792",9.533338337
"793",8.951971208
"794",10.04551868
"795",12.32674653
"796",11.5159676
"797",9.203074485
"798",4.087881382
"799",8.378942007
"800",9.572622428
"801",10.37621909
"802",8.088423163
"803",9.277780438
"804",6.584405423
"805",8.937032664
"806",12.44547512
"807",12.26591772
"808",10.66448949
"809",11.1341283
"810",10.27729489
"811",10.49712469
"812",11.11518172
"813",8.38036013
"814",12.91197207
"815",10.55248141
"816",9.469699221
"817",9.984287054
"818",9.304519986
"819",10.82361999
"820",10.46461008
"821",4.626376862
"822",10.72992334
"823",9.453744962
"824",7.957721627
"825",10.50955506
"826",9.549608668
"827",14.3600201
"828",10.84712429
"829",7.00461369
"830",10.10155087
"831",12.03101619
"832",9.311523657
"833",9.079091134
"834",11.08508188
"835",9.532867842
"836",10.32559518
"837",9.300699089
"838",9.368750296
"839",10.438534
"840",7.627426678
"841",7.182541923
"842",10.69391521
"843",7.991328156
"844",6.608400965
"845",10.32994303
"846",12.73119869
"847",9.810573855
"848",9.006269891
"849",7.480868242
"850",12.92157245
"851",8.366978677
"852",10.36357645
"853",9.852710998
"854",8.081719611
"855",12.11883339
"856",7.477500075
"857",9.631476906
"858",11.60918717
"859",7.51438809
"860",6.513776143
"861",7.319632631
"862",6.702248567
"863",9.32935272
"864",11.698084
"865",11.33330529
"866",5.711666333
"867",7.963377802
"868",10.65230265
"869",4.522577706
"870",6.391328203
"871",9.739370454
"872",7.343650413
"873",8.182279088
"874",11.12112477
"875",7.553639536
"876",6.150154881
"877",10.43926215
"878",10.2921068
"879",6.472363682
"880",11.95594818
"881",10.25760405
"882",10.36381809
"883",7.499020186
"884",6.600178324
"885",12.23896956
"886",10.47946899
"887",7.309773351
"888",8.491791004
"889",8.718938108
"890",8.974032631
"891",7.753227994
"892",10.63318616
"893",9.969325781
"894",8.426211817
"895",10.07834119
"896",10.21698098
"897",9.874606451
"898",9.817954695
"899",12.36812646
"900",10.18452644
"901",10.86297197
"902",9.295957372
"903",16.29317208
"904",8.87687043
"905",9.387018964
"906",9.025160013
"907",10.90894418
"908",6.835510296
"909",8.374437437
"910",11.49262988
"911",9.212209846
"912",9.527266522
"913",11.25820855
"914",15.15347368
"915",8.49614808
"916",6.012225963
"917",8.006130745
"918",7.065621516
"919",10.15463215
"920",9.529405246
"921",10.75497409
"922",11.92637911
"923",10.97469253
"924",8.054851104
"925",10.53788535
"926",12.62533866
"927",9.334926117
"928",13.07545088
"929",11.41350429
"930",8.340025819
"931",13.24970444
"932",7.194034897
"933",5.369748623
"934",12.19692613
"935",11.15276051
"936",8.120353863
"937",8.355170745
"938",8.048970813
"939",7.459155973
"940",8.71473234
"941",9.836175369
"942",10.04858108
"943",9.807363271
"944",8.035365469
"945",8.684290764
"946",10.96953814
"947",12.12737846
"948",5.535393932
"949",8.726568873
"950",6.683260488
"951",9.616518576
"952",7.203976117
"953",7.786022167
"954",9.385208701
"955",10.43686809
"956",9.79684259
"957",10.63974835
"958",10.96697297
"959",8.756417991
"960",10.27412758
"961",7.558562925
"962",12.60755618
"963",11.65935772
"964",9.477935385
"965",10.93730648
"966",10.10322357
"967",4.753966903
"968",11.3716925
"969",6.562195587
"970",13.73252172
"971",8.248722317
"972",10.01789055
"973",8.878210167
"974",8.583951816
"975",6.125154015
"976",9.523328224
"977",7.614377838
"978",11.0801399
"979",8.702604794
"980",8.55835721
"981",8.25408747
"982",12.00664424
"983",6.231935298
"984",7.095721454
"985",8.810794346
"986",10.36354029
"987",8.368109612
"988",8.487206757
"989",8.691192252
"990",11.78653908
"991",6.715836519
"992",6.841497
"993",9.09415661
"994",11.20024834
"995",9.072410082
"996",13.2238162
"997",11.34798206
"998",9.121077584
"999",5.959962847
"1000",9.243604757
"1001",9.985518112
"1002",10.85804014
"1003",7.478160567
"1004",8.280938768
"1005",7.106064689
"1006",9.049767951
"1007",13.17908315
"1008",7.482341613
"1009",6.456226109
"1010",9.806313751
"1011",6.391985043
"1012",12.09483614
"1013",6.400517759
"1014",8.560280854
"1015",10.75248643
"1016",13.41898384
"1017",11.2359858
"1018",9.779782641
"1019",5.099722087
"1020",9.131343932
"1021",8.655993928
"1022",10.70253443
"1023",7.072573867
"1024",9.467678285
"1025",9.556418694
"1026",9.584699842
"1027",8.64552527
"1028",10.16757347
"1029",8.752052609
"1030",11.49736938
"1031",8.633044025
"1032",8.928596116
"1033",8.53221307
"1034",7.632725037
"1035",9.573520567
"1036",11.11578698
"1037",10.88140405
"1038",8.938513711
"1039",9.092597701
"1040",8.200051558
"1041",7.93541768
"1042",9.849840282
"1043",12.59487384
"1044",12.23623862
"1045",10.43245035
"1046",13.92566988
"1047",5.776877917
"1048",7.26914443
"1049",9.546063653
"1050",8.069170689
"1051",11.38478206
"1052",12.41687445
"1053",10.78754309
"1054",8.171518802
"1055",9.89118511
"1056",7.708732087
"1057",10.50762519
"1058",10.15283412
"1059",9.690563025
"1060",7.544021161
"1061",9.645132834
"1062",9.40666374
"1063",7.988104162
"1064",10.45111465
"1065",9.58408188
"1066",11.13272375
"1067",7.169843457
"1068",11.45434401
"1069",8.597926525
"1070",11.50791969
"1071",9.915064804
"1072",7.473168832
"1073",7.677741144
"1074",10.7758527
"1075",7.709042475
"1076",7.723028576
"1077",11.41358759
"1078",13.09358504
"1079",10.70736205
"1080",11.45593237
"1081",8.802559873
"1082",8.508233375
"1083",8.209237093
"1084",10.05621891
"1085",8.455806428
"1086",12.33289564
"1087",12.01162441
"1088",7.673946358
"1089",11.61667493
"1090",10.77171922
"1091",15.50920295
"1092",11.17843552
"1093",11.85238371
"1094",8.664971129
"1095",14.03248132
"1096",8.502093706
"1097",10.81181524
"1098",12.9287278
"1099",13.95026852
"1100",12.69116282
"1101",10.99918592
"1102",10.32081454
"1103",7.872560985
"1104",9.817953274
"1105",8.892992139
"1106",11.57484514
"1107",11.38417864
"1108",11.66368446
"1109",10.93308408
"1110",13.63335053
"1111",8.665660412
"1112",10.81478684
"1113",10.08225688
"1114",8.591916286
"1115",12.18213139
"1116",11.27301028
"1117",6.27857417
"1118",10.70395105
"1119",10.12011651
"1120",9.836927948
"1121",10.90949806
"1122",10.18291904
"1123",8.878818849
"1124",11.29440402
"1125",10.39223429
"1126",5.947461955
"1127",12.71042959
"1128",10.74993349
"1129",11.3842688
"1130",10.26434725
"1131",8.346140434
"1132",11.94825316
"1133",10.33789914
"1134",5.619618981
"1135",9.72916709
"1136",10.37789006
"1137",11.7238626
"1138",12.44705566
"1139",7.445926383
"1140",8.347900675
"1141",10.16759282
"1142",10.36726625
"1143",11.01590539
"1144",9.056777059
"1145",11.45664257
"1146",9.769251881
"1147",10.74768229
"1148",7.847109658
"1149",6.293186962
"1150",9.338962512
"1151",10.48950657
"1152",13.35093733
"1153",11.16199337
"1154",5.780062427
"1155",5.831662897
"1156",12.63289471
"1157",9.459201069
"1158",15.30323113
"1159",13.64197255
"1160",11.82089063
"1161",10.23419852
"1162",10.44197409
"1163",8.139791049
"1164",11.54285356
"1165",10.37694791
"1166",8.102376477
"1167",11.03256707
"1168",5.136877431
"1169",8.766995623
"1170",10.07339703
"1171",8.501864872
"1172",4.941885155
"1173",11.58455673
"1174",10.52603301
"1175",9.600592895
"1176",9.125078048
"1177",10.81302164
"1178",7.336455845
"1179",6.109533426
"1180",11.30312247
"1181",8.057067817
"1182",10.17103727
"1183",10.39307997
"1184",4.679683642
"1185",7.318177147
"1186",6.954799409
"1187",9.177112769
"1188",9.01011388
"1189",6.958205785
"1190",10.33729205
"1191",8.776717553
"1192",7.289089067
"1193",5.501699158
"1194",8.524539896
"1195",10.34044999
"1196",9.529160444
"1197",6.930886878
"1198",10.09410672
"1199",8.078327391
"1200",5.613389237
"1201",11.84326835
"1202",11.21077647
"1203",8.574032298
"1204",11.22244641
"1205",12.04166769
"1206",12.49860979
"1207",8.590736138
"1208",7.827571536
"1209",12.39652129
"1210",12.48503958
"1211",13.35593773
"1212",9.974110312
"1213",11.30139405
"1214",13.59258035
"1215",8.398433074
"1216",9.164372864
"1217",9.333497266
"1218",8.454358856
"1219",9.353423801
"1220",7.641030092
"1221",9.36771883
"1222",7.530310581
"1223",11.19658298
"1224",8.384395221
"1225",9.171908872
"1226",9.203215774
"1227",9.994220182
"1228",13.89529891
"1229",10.49255487
"1230",6.493225588
"1231",10.87807674
"1232",8.886260353
"1233",8.222469476
"1234",9.735297293
"1235",10.38382191
"1236",9.796067364
"1237",8.084217996
"1238",10.04259142
"1239",6.603496028
"1240",6.0425148
"1241",11.20463213
"1242",7.303473741
"1243",7.997584871
"1244",9.941710713
"1245",6.472506975
"1246",10.20243587
"1247",9.720550857
"1248",11.94529286
"1249",9.385454501
"1250",11.25278163
"1251",12.37340038
"1252",8.177399587
"1253",11.07718413
"1254",9.934481555
"1255",8.932452302
"1256",7.627641929
"1257",11.92793809
"1258",9.934541677
"1259",10.17794144
"1260",7.749521499
"1261",10.60579214
"1262",8.126860154
"1263",10.58603467
"1264",6.97142759
"1265",13.3651112
"1266",9.95544585
"1267",9.750504465
"1268",11.13082991
"1269",6.487179505
"1270",7.434516034
"1271",7.848340226
"1272",11.46543046
"1273",10.65169656
"1274",6.838642917
"1275",8.259385962
"1276",9.778877162
"1277",11.21182295
"1278",10.2976322
"1279",9.229901195
"1280",10.2681924
"1281",11.22925398
"1282",6.877259678
"1283",8.724812241
"1284",11.44019966
"1285",8.511505489
"1286",7.669915204
"1287",6.055240784
"1288",13.01020236
"1289",10.98417202
"1290",11.99180412
"1291",5.140594199
"1292",11.41578776
"1293",7.668553539
"1294",11.22962794
"1295",12.23033158
"1296",8.847649758
"1297",6.5729876
"1298",11.66111092
"1299",10.26763761
"1300",7.981633765
"1301",9.076577209
"1302",12.05294414
"1303",10.20468112
"1304",10.83067704
"1305",10.90223723
"1306",10.31287718
"1307",7.275507144
"1308",8.991733642
"1309",11.08012821
"1310",12.17494425
"1311",11.03004967
"1312",9.109407836
"1313",8.42155463
"1314",8.628070091
"1315",12.09325145
"1316",4.07646263
"1317",8.478410919
"1318",10.32045293
"1319",6.68773391
"1320",10.24016172
"1321",9.627212628
"1322",8.397597069
"1323",10.34275354
"1324",14.27771862
"1325",12.45107391
"1326",12.51129913
"1327",10.10134416
"1328",9.325042154
"1329",10.13762916
"1330",6.562578452
"1331",6.507845022
"1332",9.939786951
"1333",7.829216239
"1334",9.172020753
"1335",8.715451577
"1336",10.2260275
"1337",3.192730084
"1338",11.47277952
"1339",11.23285656
"1340",9.904257508
"1341",10.578534
"1342",7.455812431
"1343",11.05036827
"1344",11.23870533
"1345",10.82293549
"1346",8.845263586
"1347",6.555875598
"1348",10.52071793
"1349",8.292265846
"1350",8.036409039
"1351",12.31214261
"1352",8.300254044
"1353",8.981656536
"1354",10.07795977
"1355",8.366554685
"1356",7.969311445
"1357",7.567082054
"1358",8.835491536
"1359",10.92999227
"1360",11.69675582
"1361",8.247351003
"1362",9.802390339
"1363",9.111527391
"1364",11.53460554
"1365",7.636530765
"1366",10.73118617
"1367",9.931428978
"1368",10.15028389
"1369",8.111260346
"1370",11.22454526
"1371",8.431607821
"1372",11.5561978
"1373",8.566871663
"1374",11.33842845
"1375",12.93592578
"1376",7.561160118
"1377",11.5055873
"1378",9.5139835
"1379",8.830711799
"1380",8.535021058
"1381",10.5276253
"1382",9.895940968
"1383",8.329439963
"1384",8.935161863
"1385",8.56733604
"1386",9.069906387
"1387",6.52927772
"1388",8.329860448
"1389",10.41157897
"1390",9.97688653
"1391",7.159066588
"1392",9.009775728
"1393",10.66301533
"1394",5.092491855
"1395",8.426430363
"1396",11.6871701
"1397",11.60934911
"1398",12.18738644
"1399",8.361008993
"1400",8.732108584
"1401",5.451284006
"1402",7.62175848
"1403",11.35025524
"1404",8.877787383
"1405",7.209221946
"1406",8.241427315
"1407",9.627961045
"1408",9.631414368
"1409",7.21882434
"1410",10.48659054
"1411",8.939392575
"1412",8.34356359
"1413",10.17857973
"1414",7.950869035
"1415",8.653630733
"1416",9.797368821
"1417",11.78495946
"1418",7.887957805
"1419",9.256441638
"1420",11.28282577
"1421",13.23184301
"1422",12.68827112
"1423",10.0922223
"1424",9.27006126
"1425",6.971637602
"1426",8.493064307
"1427",7.668007654
"1428",6.298993552
"1429",11.26963333
"1430",7.143851549
"1431",11.90965163
"1432",5.781073944
"1433",8.203170075
"1434",12.12849461
"1435",9.261143313
"1436",9.707076916
"1437",9.921537732
"1438",8.044869603
"1439",5.637457695
"1440",10.06486375
"1441",9.919265284
"1442",7.894544181
"1443",6.951171455
"1444",8.748220801
"1445",7.744643707
"1446",7.171177088
"1447",7.759763366
"1448",10.5484841
"1449",7.667787911
"1450",6.753483714
"1451",10.1365317
"1452",9.809816376
"1453",7.964742061
"1454",7.620235357
"1455",11.9333533
"1456",10.15542469
"1457",11.37526681
"1458",10.46253181
"1459",10.28777071
"1460",11.09493659
"1461",9.209552019
"1462",11.378613
"1463",11.7658863
"1464",3.687378009
"1465",4.886307296
"1466",8.407423239
"1467",11.02138105
"1468",7.904244704
"1469",9.193399703
"1470",3.804187252
"1471",12.06000414
"1472",11.70479639
"1473",10.45094588
"1474",8.116495371
"1475",7.747185187
"1476",12.35200063
"1477",9.252415599
"1478",13.63759498
"1479",6.0425148
"1480",10.47152825
"1481",7.557555865
"1482",9.836173204
"1483",10.11731008
"1484",6.889267058
"1485",10.59869782
"1486",11.71327192
"1487",8.186400786
"1488",11.83471194
"1489",10.17126825
"1490",10.4690589
"1491",11.0069697
"1492",9.137541834
"1493",5.662494156
"1494",10.82638165
"1495",8.477417476
"1496",8.28359345
"1497",7.772081595
"1498",10.61325217
"1499",9.082377756
